CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
700,France,Female,18 - 29,1,77780,1,no,yes,183049,no
700,France,Male,30 - 39,2,0,1,no,no,120906,no
500,France,Male,40 - 49,4,125832,1,yes,yes,100433,no
600,France,Female,30 - 39,6,68065,1,no,no,138777,yes
700,Spain,Female,40 - 49,6,127299,2,yes,no,124694,no
400,Germany,Female,30 - 39,7,174937,1,yes,no,40084,no
800,France,Male,40 - 49,9,0,2,no,yes,119232,no
500,Spain,Male,30 - 39,7,110071,1,no,no,43921,no
500,Spain,Female,40 - 49,3,139432,1,yes,no,62222,no
700,France,Female,30 - 39,6,127357,1,no,yes,56577,no
500,France,Male,30 - 39,5,0,2,yes,no,164253,no
700,France,Male,30 - 39,3,0,1,yes,yes,7666,no
700,France,Male,30 - 39,3,0,2,yes,no,68487,no
500,Germany,Male,40 - 49,1,95556,1,no,yes,199273,yes
600,Spain,Male,30 - 39,8,0,1,yes,yes,186062,no
400,Germany,Male,18 - 29,1,111681,2,yes,yes,195711,no
500,France,Male,30 - 39,3,0,2,yes,no,36692,no
500,Spain,Female,18 - 29,3,108738,2,yes,no,106920,no
600,France,Female,30 - 39,4,133950,1,yes,yes,48725,yes
800,Spain,Male,18 - 29,4,0,2,yes,yes,167036,no
600,France,Male,30 - 39,9,89968,1,yes,no,68777,no
800,Spain,Female,30 - 39,9,0,2,yes,yes,18924,no
800,Germany,Female,30 - 39,5,130878,3,yes,no,71905,yes
500,France,Male,30 - 39,8,0,2,yes,no,64833,no
700,France,Male,30 - 39,3,0,2,yes,yes,184843,no
600,Spain,Male,18 - 29,10,134169,1,yes,yes,176730,no
700,France,Male,30 - 39,1,149762,1,yes,no,20629,yes
700,France,Male,18 - 29,2,93844,1,yes,no,28415,no
700,France,Male,18 - 29,8,0,2,yes,no,77231,no
500,France,Female,30 - 39,1,0,2,yes,no,102750,no
600,Germany,Male,40 - 49,6,141078,1,no,no,34580,yes
600,Germany,Female,30 - 39,1,117992,1,yes,yes,183598,no
600,France,Female,40 - 49,8,100812,2,yes,no,147358,no
500,France,Male,30 - 39,7,0,1,yes,yes,108469,no
600,France,Male,18 - 29,4,80262,1,yes,yes,20612,no
700,Spain,Male,30 - 39,6,156478,1,no,yes,181196,no
500,France,Female,18 - 29,5,0,2,yes,no,160249,no
700,France,Male,30 - 39,8,0,3,no,no,110783,no
400,Germany,Male,30 - 39,9,115217,2,yes,no,144995,no
600,Spain,Male,60 - 69,9,0,2,yes,no,150227,yes
700,France,Female,30 - 39,0,155470,1,yes,yes,53718,no
600,France,Male,30 - 39,7,0,2,yes,no,75248,no
500,France,Male,30 - 39,3,135096,1,yes,yes,14353,yes
600,France,Male,30 - 39,2,0,2,no,yes,130486,no
700,Germany,Female,50 - 59,9,180075,1,yes,yes,100127,no
500,Spain,Male,18 - 29,1,97541,1,yes,yes,196356,no
700,France,Female,40 - 49,2,156067,1,yes,yes,9983,no
600,France,Female,30 - 39,4,81550,2,no,yes,118974,no
500,France,Female,40 - 49,6,0,1,no,no,194998,yes
600,France,Female,30 - 39,2,170061,2,no,no,134901,yes
700,Germany,Male,30 - 39,8,92310,2,yes,yes,72924,no
600,France,Female,30 - 39,6,169089,2,yes,no,101057,no
800,France,Male,40 - 49,5,80613,1,yes,yes,142838,no
700,Germany,Male,18 - 29,8,121581,2,yes,yes,127059,no
500,France,Female,50 - 59,8,0,1,no,yes,116503,yes
500,Spain,Male,30 - 39,4,0,2,yes,yes,54405,no
600,France,Male,50 - 59,5,0,2,yes,yes,88721,no
700,France,Male,60 - 69,5,85891,1,yes,no,74135,yes
600,Spain,Male,40 - 49,9,77637,2,yes,yes,111346,no
500,Spain,Female,40 - 49,4,0,1,no,no,194902,no
500,France,Male,30 - 39,5,0,2,yes,no,31474,no
600,Germany,Male,30 - 39,7,116927,1,yes,no,21198,no
600,Germany,Female,40 - 49,6,137326,1,yes,no,186976,no
700,France,Male,18 - 29,5,0,2,yes,yes,117202,no
500,Spain,Female,30 - 39,2,0,2,yes,yes,143739,no
500,Germany,Female,30 - 39,10,67238,2,yes,yes,161811,no
600,Germany,Female,30 - 39,6,86569,2,yes,no,98090,no
700,Spain,Male,30 - 39,5,0,2,no,no,71095,no
700,France,Male,30 - 39,6,133598,1,yes,yes,13107,no
600,France,Female,50 - 59,3,136188,1,yes,yes,67110,yes
700,Spain,Male,30 - 39,9,0,2,yes,no,88225,no
400,France,Female,50 - 59,10,0,3,no,yes,62256,yes
700,Germany,Male,30 - 39,7,120092,2,yes,no,135925,no
600,France,Male,40 - 49,4,101238,2,no,yes,177815,yes
700,France,Male,50 - 59,6,89685,1,no,yes,126471,no
800,France,Female,30 - 39,1,211774,1,yes,no,188574,yes
800,France,Male,50 - 59,7,131317,1,yes,yes,119175,no
500,Spain,Male,30 - 39,5,93722,2,yes,yes,139093,no
600,Germany,Male,30 - 39,8,101160,1,yes,yes,115916,no
600,France,Male,40 - 49,3,120320,1,no,no,96463,no
700,France,Female,30 - 39,2,0,2,yes,yes,112349,no
700,France,Male,40 - 49,2,0,2,yes,yes,165303,no
600,France,Male,18 - 29,8,0,2,yes,no,166031,no
500,Germany,Female,40 - 49,3,152827,1,yes,no,38411,yes
600,France,Male,30 - 39,1,64097,1,yes,yes,77783,no
500,Spain,Female,50 - 59,2,119035,2,yes,yes,29871,no
700,Spain,Female,18 - 29,4,135219,1,no,yes,59747,no
700,France,Male,30 - 39,6,93694,1,yes,yes,79919,no
500,Spain,Male,30 - 39,10,59408,1,yes,no,76773,no
500,France,Female,40 - 49,7,114354,1,yes,no,54018,no
600,France,Male,50 - 59,1,0,1,yes,no,70649,yes
600,Germany,Male,30 - 39,10,128173,2,yes,no,59093,no
600,Spain,Male,30 - 39,9,0,2,yes,no,127569,no
500,Germany,Female,60 - 69,5,114931,3,no,yes,18260,yes
700,Germany,Female,18 - 29,1,111071,1,yes,no,73275,yes
800,France,Male,30 - 39,8,151226,2,yes,yes,136129,no
600,France,Male,18 - 29,9,0,2,yes,yes,153237,no
500,France,Female,40 - 49,4,64740,1,yes,yes,106841,no
700,Spain,Male,50 - 59,0,169312,1,yes,no,109078,yes
500,France,Female,40 - 49,7,0,3,no,yes,87822,yes
800,Spain,Female,40 - 49,2,112652,2,yes,no,126644,no
500,France,Male,30 - 39,0,0,2,yes,no,47414,no
400,Germany,Female,30 - 39,7,143964,2,yes,no,41879,no
500,France,Male,40 - 49,7,122451,2,yes,yes,75808,no
700,France,Male,18 - 29,1,0,3,yes,yes,47911,no
700,Germany,Female,30 - 39,3,65253,2,yes,no,28737,no
600,Germany,Male,40 - 49,6,106901,1,yes,yes,2079,yes
600,Spain,Female,18 - 29,10,128509,1,yes,no,121562,no
400,France,Male,30 - 39,7,0,2,yes,no,55003,no
500,Germany,Male,30 - 39,3,129834,1,yes,no,193131,no
500,Spain,Female,50 - 59,3,154962,3,no,yes,191932,yes
500,Germany,Male,40 - 49,5,138241,2,yes,no,159418,no
500,Germany,Male,40 - 49,3,91536,1,yes,no,191468,yes
700,Spain,Male,50 - 59,3,0,2,yes,yes,38913,no
800,Spain,Female,70 - 79,5,0,1,yes,yes,705,no
500,Germany,Female,18 - 29,7,105204,1,no,yes,138490,no
600,Spain,Male,60 - 69,1,152968,1,no,yes,82970,no
600,Spain,Male,30 - 39,8,158261,1,yes,yes,76744,no
500,France,Female,40 - 49,1,0,1,yes,no,71244,yes
600,Spain,Female,30 - 39,6,121021,1,yes,yes,12182,no
500,France,Male,30 - 39,4,0,2,yes,yes,141210,no
400,Spain,Female,50 - 59,2,0,1,no,no,191763,yes
600,Spain,Female,60 - 69,1,137715,1,yes,yes,37938,no
700,Germany,Male,30 - 39,5,121192,2,yes,yes,74890,no
700,France,Male,30 - 39,7,0,3,yes,yes,166698,no
600,France,Male,40 - 49,1,100486,2,yes,yes,62678,no
600,France,Male,40 - 49,1,0,1,yes,no,67740,yes
700,France,Male,30 - 39,9,92566,2,yes,no,161519,no
600,Spain,Female,40 - 49,10,0,2,yes,yes,159835,yes
800,Spain,Male,40 - 49,3,110929,1,yes,yes,30876,no
500,France,Female,18 - 29,8,0,2,yes,yes,14858,no
400,Spain,Female,30 - 39,3,138901,1,yes,no,75685,no
700,France,Male,30 - 39,4,123217,2,no,yes,144183,no
500,France,Female,40 - 49,6,0,1,yes,no,65170,no
700,France,Male,30 - 39,2,0,2,yes,yes,82526,no
700,Spain,Male,30 - 39,8,0,2,yes,no,169161,no
600,Spain,Female,30 - 39,2,108431,2,no,yes,109291,yes
500,Spain,Female,50 - 59,3,0,2,no,yes,6057,no
500,Germany,Female,30 - 39,9,72392,1,yes,no,77077,no
600,Germany,Female,50 - 59,1,119741,2,no,no,54954,yes
700,France,Female,50 - 59,2,100946,1,no,no,179614,yes
600,Spain,Male,50 - 59,9,170491,1,yes,no,35588,yes
700,France,Male,40 - 49,5,0,1,yes,yes,117356,no
500,France,Male,30 - 39,1,0,1,yes,no,160696,no
500,Spain,Female,40 - 49,6,157296,2,no,no,147278,yes
700,Germany,Female,30 - 39,7,144606,1,yes,yes,56594,yes
700,France,Male,30 - 39,8,134811,1,yes,no,1299,no
600,France,Female,30 - 39,9,115897,1,yes,yes,25095,no
600,Spain,Male,30 - 39,4,82034,1,no,no,146326,no
700,Spain,Female,18 - 29,4,174318,2,no,yes,38296,no
600,Germany,Female,40 - 49,2,114206,1,yes,no,164061,no
600,Spain,Male,40 - 49,9,0,2,yes,no,107811,no
600,Germany,Male,30 - 39,9,111574,1,yes,yes,30838,no
600,Germany,Female,50 - 59,5,162448,1,no,no,9221,yes
400,Germany,Female,30 - 39,4,148249,1,no,yes,33738,no
600,France,Female,40 - 49,8,0,3,no,yes,110916,yes
700,Spain,Female,18 - 29,7,123709,2,yes,yes,169654,no
600,France,Female,70 - 79,9,0,1,no,yes,69829,no
500,France,Male,30 - 39,5,0,1,yes,no,54926,yes
700,France,Male,30 - 39,10,150525,1,yes,yes,94728,no
600,France,Male,18 - 29,9,0,1,yes,yes,80393,no
600,France,Male,50 - 59,4,0,2,no,yes,111307,no
500,France,Male,18 - 29,10,0,2,yes,no,19834,no
600,France,Male,30 - 39,5,0,2,yes,yes,78397,no
600,Germany,Female,50 - 59,2,111018,1,yes,no,86410,no
400,France,Male,30 - 39,10,129755,1,no,no,172749,no
600,France,Female,18 - 29,6,0,2,yes,no,1002,no
600,France,Female,60 - 69,2,129555,1,yes,yes,13601,no
600,Spain,Male,30 - 39,1,87202,1,yes,yes,77866,no
600,Germany,Male,18 - 29,8,146133,1,yes,yes,175296,no
700,Spain,Female,30 - 39,0,0,1,yes,no,121751,yes
700,Spain,Male,30 - 39,6,170184,2,yes,no,89593,no
600,Germany,Female,60 - 69,8,140745,1,yes,no,193437,yes
500,Spain,Male,40 - 49,7,139070,1,yes,yes,86945,no
600,Spain,Female,30 - 39,8,0,2,yes,yes,183318,no
500,France,Male,30 - 39,9,114193,1,yes,no,71154,no
600,Spain,Female,40 - 49,10,167878,1,no,yes,151887,no
500,Germany,Female,50 - 59,5,141616,2,yes,yes,75888,no
600,Germany,Male,30 - 39,3,145747,2,no,yes,89566,no
400,Spain,Female,40 - 49,2,129120,1,no,yes,26475,no
800,Spain,Male,30 - 39,7,110349,1,no,no,126355,no
400,France,Male,18 - 29,1,141325,1,yes,yes,93839,no
700,France,Male,40 - 49,2,78653,1,yes,no,7698,no
600,France,Male,40 - 49,1,0,2,yes,yes,145593,no
700,Spain,Female,18 - 29,3,142253,1,yes,no,45042,no
500,France,Female,60 - 69,1,0,1,yes,no,61108,yes
500,Germany,Female,50 - 59,6,115988,1,yes,no,57553,yes
800,Spain,Female,30 - 39,10,75592,1,yes,no,62674,no
500,Germany,Male,40 - 49,3,164113,2,yes,yes,12120,no
800,France,Male,30 - 39,6,67996,2,no,no,50129,yes
600,Spain,Female,50 - 59,5,0,2,yes,no,55022,no
600,Spain,Female,30 - 39,1,0,2,no,no,117834,no
600,France,Male,40 - 49,1,138778,1,no,yes,168840,no
700,France,Female,40 - 49,10,147832,1,no,yes,24234,no
700,France,Female,30 - 39,4,135438,1,no,no,190627,no
700,Spain,Male,40 - 49,5,116060,1,yes,no,156618,yes
700,France,Female,18 - 29,5,112564,1,yes,no,42334,no
500,France,Female,18 - 29,1,125406,1,yes,yes,110784,no
600,Germany,Female,30 - 39,5,135134,1,yes,no,173683,yes
800,France,Female,30 - 39,9,133102,1,yes,no,27046,yes
600,France,Female,30 - 39,8,42157,1,yes,no,20598,yes
700,France,Female,30 - 39,3,0,2,yes,yes,104991,no
500,France,Male,30 - 39,7,82259,1,yes,no,8996,no
400,France,Female,30 - 39,4,0,2,yes,no,64420,no
600,France,Male,30 - 39,6,0,2,yes,yes,145700,no
600,France,Female,40 - 49,4,0,2,yes,yes,196335,no
700,France,Male,50 - 59,7,0,1,yes,yes,14781,no
600,France,Male,40 - 49,3,150461,1,yes,no,108139,no
400,Germany,Male,40 - 49,4,133994,1,yes,yes,19287,yes
700,Spain,Male,30 - 39,8,164870,2,yes,yes,9567,no
400,Germany,Male,18 - 29,8,121702,1,yes,yes,132210,no
500,Spain,Male,18 - 29,6,193858,1,no,yes,21600,no
600,Germany,Female,50 - 59,1,131039,2,yes,yes,199661,no
500,France,Male,60 - 69,9,113829,1,yes,yes,124341,no
700,France,Female,30 - 39,6,0,2,yes,no,15766,no
600,Germany,Female,40 - 49,3,81877,1,yes,yes,33642,no
600,Spain,Male,50 - 59,8,116326,1,yes,yes,117704,no
600,France,Male,30 - 39,2,0,2,yes,yes,58803,no
600,France,Male,40 - 49,4,0,2,yes,yes,137537,no
600,France,Female,40 - 49,1,0,2,no,yes,131300,no
600,France,Male,30 - 39,9,0,2,yes,yes,84174,no
500,France,Female,30 - 39,3,127070,1,no,yes,160941,no
500,France,Male,18 - 29,3,0,2,yes,yes,143954,no
600,Spain,Male,40 - 49,3,122549,1,yes,yes,56297,no
600,France,Female,40 - 49,5,176099,1,yes,yes,8404,no
600,Germany,Female,40 - 49,3,122388,2,no,no,30020,no
600,France,Male,40 - 49,9,0,2,no,yes,58137,no
600,France,Male,18 - 29,0,0,1,no,no,47472,no
600,Spain,Female,30 - 39,6,118879,2,yes,yes,19131,no
500,Spain,Male,30 - 39,5,0,2,yes,yes,187288,no
500,France,Female,30 - 39,5,0,2,yes,yes,17603,no
500,Spain,Female,30 - 39,4,88736,2,yes,no,67020,no
700,Germany,Male,40 - 49,7,102703,1,no,yes,147802,yes
700,Spain,Female,70 - 79,1,0,2,yes,yes,41610,no
600,Spain,Female,30 - 39,3,0,2,yes,no,44255,no
400,France,Male,50 - 59,5,97318,1,no,yes,78416,no
500,Spain,Male,50 - 59,5,128468,1,no,yes,137254,no
600,Germany,Female,40 - 49,4,133432,1,no,yes,151303,no
700,Germany,Female,40 - 49,8,141782,2,no,no,86333,no
500,France,Male,18 - 29,9,135125,1,no,no,89801,no
600,Spain,Male,40 - 49,2,178820,1,no,no,29358,yes
700,France,Female,30 - 39,2,112212,2,yes,yes,181600,no
700,Germany,Female,40 - 49,5,126674,1,yes,no,124118,yes
600,France,Female,50 - 59,7,136294,1,yes,no,38867,yes
600,France,Female,30 - 39,5,66392,1,yes,no,31106,no
700,Germany,Male,18 - 29,1,122552,2,yes,no,67611,no
700,France,Male,40 - 49,1,76408,2,yes,no,77837,no
700,Germany,Male,30 - 39,8,145071,1,no,no,6078,no
500,France,Male,30 - 39,6,0,2,yes,yes,177896,no
700,France,Female,40 - 49,2,109730,1,yes,yes,123882,no
600,France,Male,50 - 59,6,0,2,yes,yes,15304,no
400,Spain,Male,60 - 69,1,64119,1,yes,yes,76569,yes
500,Germany,Female,50 - 59,1,106138,2,yes,yes,120657,yes
700,Spain,Male,30 - 39,2,0,2,yes,yes,16436,no
700,Germany,Male,30 - 39,0,181656,1,yes,yes,107667,no
700,France,Female,30 - 39,5,0,2,yes,no,95611,no
600,France,Male,30 - 39,7,95128,1,no,no,19799,no
500,Spain,Female,40 - 49,2,126615,2,no,yes,123214,no
500,Spain,Male,30 - 39,1,0,2,no,yes,71709,no
600,Germany,Male,30 - 39,2,76190,2,yes,yes,149066,no
700,Germany,Male,40 - 49,5,168286,3,yes,no,20451,yes
600,Germany,Male,30 - 39,4,88109,1,yes,yes,32825,no
600,France,Male,40 - 49,4,0,2,yes,no,6232,no
500,France,Female,30 - 39,8,0,2,no,yes,10357,no
600,France,Female,30 - 39,3,123971,2,yes,no,147794,no
500,France,Male,40 - 49,0,148116,1,no,no,116973,no
600,Germany,Male,30 - 39,6,116269,1,yes,no,129964,no
600,Spain,Male,30 - 39,1,120599,1,yes,no,92816,no
500,France,Female,40 - 49,3,144260,1,yes,no,172114,no
600,Spain,Female,18 - 29,3,86605,3,yes,no,16649,yes
700,France,Male,30 - 39,9,0,2,yes,no,144517,no
500,Germany,Female,30 - 39,4,58629,1,no,no,182038,no
700,Spain,Female,40 - 49,5,0,2,no,no,24210,no
400,France,Male,40 - 49,10,0,2,no,no,172175,no
600,France,Female,40 - 49,5,0,1,yes,yes,47578,no
600,Spain,Female,50 - 59,2,209767,2,yes,yes,150694,yes
400,Spain,Female,40 - 49,6,129634,2,yes,yes,177683,yes
600,France,Male,18 - 29,1,0,2,no,no,66088,no
700,France,Female,30 - 39,2,169824,1,yes,no,169291,no
600,France,Male,30 - 39,3,97530,1,yes,yes,117140,no
700,France,Female,40 - 49,10,145988,2,yes,yes,79510,no
500,France,Male,30 - 39,9,0,2,no,yes,77108,no
700,France,Female,18 - 29,7,0,3,yes,yes,9679,no
600,France,Female,40 - 49,5,137494,1,yes,no,81753,no
400,France,Female,50 - 59,1,0,1,no,no,131372,yes
500,France,Male,18 - 29,6,147360,1,yes,yes,25310,no
700,France,Female,18 - 29,10,0,2,no,no,187925,no
600,Spain,Male,30 - 39,3,125167,1,no,no,98820,no
700,Germany,Male,40 - 49,9,121152,2,yes,no,64166,yes
500,Germany,Female,60 - 69,7,128981,1,no,yes,176924,yes
400,France,Male,40 - 49,6,0,1,yes,yes,90055,no
800,Spain,Male,60 - 69,6,151858,1,yes,yes,72814,no
500,France,Male,30 - 39,2,114628,1,no,yes,168290,no
700,France,Male,40 - 49,6,0,2,yes,no,161767,no
600,France,Female,18 - 29,8,95059,2,yes,no,44420,no
600,France,Female,18 - 29,7,128736,1,no,yes,37147,no
500,France,Male,18 - 29,8,156325,1,yes,yes,125381,no
600,France,Male,18 - 29,7,105405,1,yes,yes,149853,no
600,France,Female,40 - 49,2,88915,3,no,no,161435,yes
600,France,Male,60 - 69,8,0,2,yes,yes,102925,no
600,France,Male,40 - 49,5,0,2,yes,yes,70899,no
800,France,Male,18 - 29,2,160980,1,no,no,145936,no
400,Spain,Female,40 - 49,5,177619,1,yes,no,54227,no
700,Spain,Male,30 - 39,2,62276,1,yes,yes,59280,no
400,Germany,Male,40 - 49,4,127559,2,yes,yes,126952,no
600,France,Male,40 - 49,0,0,2,no,yes,130567,no
700,Germany,Female,40 - 49,9,95523,1,yes,no,73294,no
400,France,Female,30 - 39,7,107749,1,yes,yes,3937,no
800,Germany,Male,30 - 39,2,110777,2,yes,no,2383,no
800,Spain,Female,30 - 39,5,166733,2,yes,no,14279,no
800,France,Male,30 - 39,9,157120,2,yes,no,141300,no
600,Germany,Female,30 - 39,2,127160,2,yes,no,78140,no
700,Spain,Female,18 - 29,2,0,2,yes,yes,117431,no
600,France,Female,30 - 39,9,156091,1,yes,no,72008,no
600,France,Male,50 - 59,5,98668,1,yes,yes,60887,no
600,France,Female,40 - 49,5,134022,1,yes,no,194764,no
600,France,Female,30 - 39,5,124151,1,yes,no,88705,yes
600,Germany,Female,30 - 39,6,77253,1,no,no,35817,yes
700,Germany,Female,18 - 29,1,114292,1,yes,no,31520,no
700,Germany,Male,40 - 49,2,140080,3,yes,yes,157908,yes
700,Spain,Female,18 - 29,2,135277,1,yes,no,142200,no
700,France,Female,80 - 89,2,0,2,no,yes,182055,no
700,Germany,Male,60 - 69,9,115920,2,no,no,157552,yes
600,Spain,Male,40 - 49,2,119782,2,no,no,120284,no
500,France,Female,60 - 69,1,114715,1,no,yes,24506,yes
700,Germany,Female,30 - 39,2,129748,2,no,no,47271,yes
700,France,Male,30 - 39,4,129722,1,no,no,41176,no
500,France,Male,30 - 39,2,0,2,no,yes,9468,no
700,France,Male,30 - 39,3,139180,1,no,no,123880,no
600,Germany,Male,40 - 49,6,113599,2,yes,no,158887,yes
600,France,Male,30 - 39,7,134944,1,yes,yes,117036,no
600,Germany,Female,50 - 59,7,116922,1,yes,no,120415,yes
600,Spain,Male,18 - 29,9,118945,1,no,no,16064,yes
700,France,Male,18 - 29,8,0,2,yes,yes,52615,no
600,Spain,Female,30 - 39,8,119182,1,no,no,121210,no
600,France,Male,18 - 29,8,0,2,yes,no,192247,no
700,France,Female,18 - 29,1,71264,2,no,yes,68759,no
500,France,Male,40 - 49,2,0,2,no,yes,75937,no
500,France,Female,30 - 39,8,0,2,no,no,84569,no
700,Germany,Male,50 - 59,7,116313,1,yes,yes,190696,yes
700,Spain,Male,30 - 39,5,92140,1,no,yes,67468,no
600,France,Male,18 - 29,1,0,2,yes,yes,104435,no
700,Germany,Male,40 - 49,2,177640,1,no,yes,47166,no
500,Spain,Female,30 - 39,0,0,2,yes,no,119899,no
700,Spain,Male,40 - 49,8,167997,1,yes,yes,173498,no
600,France,Male,30 - 39,2,82275,2,yes,yes,93249,no
600,France,Male,40 - 49,3,0,2,yes,yes,142917,no
800,Germany,Female,40 - 49,6,111962,1,yes,no,111755,no
700,Germany,Female,30 - 39,1,131736,1,yes,yes,108543,no
600,France,Male,18 - 29,1,0,1,yes,no,180345,no
700,Germany,Male,30 - 39,8,108239,2,no,no,99444,no
700,France,Female,40 - 49,9,98444,1,no,yes,109563,no
400,Germany,Male,30 - 39,3,114540,1,yes,no,92568,no
600,France,Female,30 - 39,6,187530,2,yes,yes,37976,no
600,Germany,Female,40 - 49,9,133636,1,no,yes,103315,no
600,France,Male,50 - 59,7,0,2,yes,yes,173952,no
600,Germany,Female,40 - 49,0,84745,2,no,yes,34673,no
600,Germany,Female,30 - 39,7,120599,2,yes,yes,46163,no
500,Spain,Female,18 - 29,9,0,2,no,yes,140676,no
800,France,Male,30 - 39,4,127771,2,no,yes,151738,no
700,Spain,Female,40 - 49,9,0,1,no,no,14679,yes
700,France,Female,30 - 39,0,0,1,no,no,175544,no
600,France,Male,60 - 69,5,0,2,yes,yes,181964,no
500,Germany,Male,50 - 59,10,167772,1,yes,yes,136886,no
600,France,Female,30 - 39,6,95845,1,yes,no,122218,no
600,France,Female,30 - 39,10,0,2,yes,no,180439,no
600,Spain,Male,60 - 69,7,134714,2,no,yes,190419,no
500,Spain,Female,30 - 39,3,0,2,yes,yes,58685,no
400,Germany,Male,18 - 29,8,122384,3,yes,yes,89017,yes
700,France,Female,18 - 29,2,0,2,no,no,50051,no
700,France,Male,18 - 29,5,157993,2,yes,no,146041,no
600,France,Male,18 - 29,8,0,2,yes,no,191166,no
500,Germany,Female,40 - 49,2,123331,1,no,no,103516,yes
400,Spain,Male,18 - 29,9,75263,1,yes,yes,164825,no
700,France,Female,40 - 49,6,137824,2,yes,no,172557,no
600,Germany,Male,30 - 39,4,132578,2,yes,no,84320,no
800,France,Female,30 - 39,5,156021,1,no,no,122662,no
600,Spain,Male,30 - 39,8,0,1,yes,no,72085,no
700,Spain,Female,60 - 69,9,137453,1,no,yes,110932,yes
600,Spain,Male,30 - 39,4,0,2,yes,no,143635,no
400,Germany,Male,30 - 39,8,164284,2,yes,yes,3710,no
600,France,Female,40 - 49,5,0,2,yes,yes,179843,no
700,Spain,Male,50 - 59,1,0,2,yes,yes,10643,no
600,Germany,Female,30 - 39,2,112373,2,yes,yes,131167,no
500,France,Female,30 - 39,10,0,2,yes,no,10553,no
600,France,Female,30 - 39,6,0,2,yes,yes,130928,no
700,Spain,Female,40 - 49,5,0,1,no,yes,157003,no
700,Germany,Female,18 - 29,1,154333,1,yes,yes,138527,no
600,Germany,Male,30 - 39,3,111432,2,yes,yes,167032,no
600,France,Female,30 - 39,6,0,2,no,no,41642,no
500,France,Male,30 - 39,2,137390,2,yes,no,9677,no
600,Spain,Female,30 - 39,3,0,2,yes,yes,147012,no
600,Germany,Female,50 - 59,5,111642,1,yes,yes,80553,no
500,Spain,Female,40 - 49,3,0,1,no,yes,30730,yes
500,France,Male,30 - 39,4,83543,1,no,no,140134,no
700,Germany,Male,50 - 59,6,145338,1,no,no,91936,yes
800,France,Female,30 - 39,1,186796,1,no,no,178252,no
600,Germany,Male,30 - 39,8,58641,1,no,yes,198674,no
700,Spain,Female,40 - 49,5,0,1,yes,no,28266,yes
600,France,Male,40 - 49,3,137148,1,yes,no,92381,no
500,France,Male,40 - 49,7,80001,1,no,no,135180,no
700,Germany,Male,18 - 29,6,86402,2,no,no,27330,no
400,France,Female,40 - 49,5,0,2,yes,no,125305,no
600,Spain,Male,50 - 59,1,122874,1,yes,yes,149648,no
700,France,Male,18 - 29,0,97544,1,no,yes,59887,no
600,Germany,Male,40 - 49,1,170826,2,yes,no,45041,no
600,Germany,Female,40 - 49,1,97133,2,no,no,113316,yes
500,Germany,Female,40 - 49,8,153895,1,yes,yes,39087,no
600,France,Female,40 - 49,6,0,2,yes,yes,7330,no
600,France,Female,50 - 59,8,0,2,no,yes,95463,no
500,Spain,Male,30 - 39,4,0,2,yes,no,167848,no
500,Germany,Female,40 - 49,5,134956,1,yes,no,93953,yes
700,Spain,Male,30 - 39,7,143637,2,no,yes,174227,no
400,Spain,Male,30 - 39,9,147506,1,yes,yes,135399,no
500,France,Male,60 - 69,1,0,2,yes,no,195635,yes
600,France,Male,40 - 49,8,190227,1,yes,no,97508,yes
500,France,Female,30 - 39,2,172448,1,yes,no,188083,yes
700,France,Male,40 - 49,7,113980,1,yes,yes,116704,no
700,France,Male,50 - 59,6,0,2,no,yes,97614,no
500,France,Male,30 - 39,4,0,2,no,no,186884,no
600,Germany,Female,18 - 29,10,76968,2,no,yes,131501,no
500,France,Male,30 - 39,1,88293,2,yes,yes,24302,no
600,France,Female,40 - 49,1,170833,1,yes,no,110510,yes
600,Germany,Male,40 - 49,6,108122,2,yes,no,108488,yes
400,France,Male,30 - 39,4,0,1,yes,yes,197015,no
500,France,Female,40 - 49,8,0,1,yes,yes,27689,no
600,Germany,Female,40 - 49,7,129818,3,yes,no,9217,yes
700,France,Female,30 - 39,2,163943,2,yes,yes,15068,no
500,France,Male,18 - 29,7,0,2,yes,no,7797,no
600,France,Female,30 - 39,5,101430,2,no,yes,4400,no
500,France,Female,30 - 39,9,117301,1,no,no,182025,no
500,Germany,Female,30 - 39,1,173340,1,no,yes,122763,no
600,Spain,Female,40 - 49,4,0,2,yes,yes,38152,no
500,France,Female,30 - 39,3,134348,1,yes,no,63163,no
500,France,Female,40 - 49,9,105525,2,yes,yes,73418,no
700,France,Female,60 - 69,6,0,1,yes,no,17978,yes
600,France,Female,40 - 49,4,0,3,yes,no,115136,yes
